_id,name,comment,time
1,-Linkerrr,孙燕姿和五月天合作的上一首歌叫《第一天》，而这首温柔刚刚好在2020的第一天发布，2023年的第一天回归云村版权！,2023年1月1日 03:48
2,Wzizzz_,新年快乐 终于有版权了 这个版本也很喜欢,2023年1月1日 01:50
3,不上效实东部不改名,姿迷狂喜居然有版权了,2023年1月1日 21:03
4,CEHN7R,不要因为别人都在交卷自己就乱写答案,2023年2月11日 11:55
5,识相2007,"温柔是
正巧放着这首歌
宿舍里有人在玩抖音里的搞怪特效 有人在讲电话 有人在洗衣服 叽叽喳喳 欢声笑语
我们大四了 在各自飞的前夕 最后的校园生活里
平平淡淡的乐趣 让我感觉温柔",2023年3月6日 22:40
6,词者lyrics,所有温柔中最喜欢的版本,2023年1月2日 11:37
7,李呀李嘉图_Wlp,谢谢网易云的电话，很温柔,2023年1月3日 21:03
8,平泷路,《我怀念的》是你的《温柔》…,2023年1月1日 20:41
9,七年二班一号,给她推荐的最后一首歌，说“要开心”。那天她心情不好，只是淡淡回复了个“嗯”。快两年过去了，以为现在的自己已足够平静去面对过往和未来，可是晚上和朋友吃饭阴差阳错走进那家曾经一起去过的烤肉店，蓝白衬衫的她还是一下子出现在脑海里，仿佛当年坐在对面冲我笑靥如花，那一刻，心里还是绞痛得厉害,2023年1月30日 00:41
10,晚来天欲雪中行,五月天从来不教你纠缠,2023年3月12日 21:10
11,西红柿首富丶,希望明年六月的高考温柔待每一个高三党,2023年1月12日 07:24
12,L-W-W-M,我的今年年度歌手要变成五月天了,2023年1月2日 14:30
13,水果当饭大魔王,超级无敌喜欢这个版本！！！！！,2023年1月1日 04:59
14,小张每天都在犯困,听了跟告五人的合作过来洗耳朵的,2023年4月11日 14:20
15,huuuyuanwi,你以为我是话唠 其实别人我理都不理,2023年2月25日 21:58
16,病毒传播机,这个版本也太温暖了吧,2023年06月25日 18:57
17,ta是wsq,毕业快乐！加油！,2023年06月25日 18:07
18,假睡小丸子,饿哦v,2023年06月25日 17:42
19,妮妮_QT4Z,cpdd,2023年06月25日 17:34
20,莘乑,毕业快乐吖，祝前程似锦,2023年06月25日 15:11
21,不止一首,温柔的品质超级好！！！,2023年06月25日 15:00
22,手排琴结果Screamo,,2023年06月25日 14:58
23,Ashes_乃,旧歌重听就像是旧事重提,2023年06月25日 14:31
24,Voltala,温柔的人儿真的还挺迷人，自己也致力于成为一个温柔的人呐！,2023年06月25日 13:24
25,Voltala,是滴,2023年06月25日 13:22
26,Aryababy1122,回头看 轻舟已过万重山,2023年06月25日 12:50
27,destinyqzl,温柔是特别特别好的品质,2023年06月25日 10:57
28,忆昔花间相见后,#7th,2023年06月25日 10:11
29,阿慧Ah_,最后我妥协了，我不可求其他，只求他快乐，他的喜欢，他的喜欢就是我的喜欢，他的快乐也是我的快乐，默默守护就好，当看向他的一刻我就知道我输了，现在彻底输了，我变成了他身边的一只小狗狗，不能和他一起，但求他能快乐！,2023年06月25日 08:33
30,徐景浔,毕业快乐,2023年06月25日 03:07
31,H-to-the-A,都会越来越好的,2023年06月25日 01:14
32,白猫不二兔,好好听[多多大哭],2023年06月24日 23:33
33,忘空鸟-,毕业快乐呀！,2023年06月24日 23:20
34,Nagisa_z,神曲,2023年06月24日 19:20
35,失乐人啊,温柔的人值得被温柔对待,2023年06月24日 19:11
36,陋室盼风息,这个版本太温柔了,2023年06月24日 12:16
37,如果可以唱歌,青春最美好的谢幕，青春最美好的年华记忆，毕业了继续追逐新的人生梦想、新的起点、新的未来憧憬希望。,2023年06月24日 10:50
38,BC_不过是A,可不是，搞得我天天在阴影里。,2023年06月24日 08:41
39,理查囉素,那就不打扰吧,2023年06月24日 06:14
40,墨鸯xjj,我们都要向前看,2023年06月24日 05:04
41,上杉泉惠,只是当时已惘然,2023年06月24日 04:06
42,上杉泉惠,此情可待成追忆,2023年06月24日 04:06
43,717177,真的是很令人动容的声音,2023年6月23日 22:59
44,-candy-ii,毕业快乐！我们都有光明的未来,2023年6月23日 14:45
45,一起开心la,我们都会慢慢地变得更好的 我相信,2023年6月23日 14:40
46,团子Cr2211,在这首歌，才明白了孙燕姿唱歌多好听[多多大笑],2023年6月23日 14:30
47,上贼船嘛_Y,各自发光果然燕姿最治愈,2023年6月23日 12:20
48,真空的末日,却孤单到黎明,2023年6月22日 23:56
49,真空的末日,明明是想靠近,2023年6月22日 23:56
50,真空的末日,为什么 我的心,2023年6月22日 23:56
51,真空的末日,不知道 不明了 不想要,2023年6月22日 23:56
52,真空的末日,不打扰 是我的温柔,2023年6月22日 23:56
53,真空的末日,就让你拥有,2023年6月22日 23:55
54,真空的末日,没有关系 你的世界,2023年6月22日 23:55
55,真空的末日,我从来都不懂,2023年6月22日 23:55
56,真空的末日,你的眼中 藏着什么,2023年6月22日 23:55
57,真空的末日,都不在你眼中,2023年6月22日 23:55
58,_参差不齐-,为什么可以各唱各的,2023年6月22日 22:04
59,Chan192p,我好累,2023年6月22日 20:27
60,Iridescent_Augenstern,"温柔可以是陪伴
也可以是消失",2023年6月22日 17:56
61,毛蛋球,五米是什么？我没怎么听过第一版所有觉得蛮好玩的，嘿！,2023年6月22日 17:11
62,641zzz,"此时此刻 端午假期 坐在车上 晒着太阳
蓝天白云 青山绿水
天空很近 温柔进了心里",2023年6月22日 13:37
63,公页大夫,冷门歌手孙燕姿,2023年6月22日 10:42
64,昵称可用n_n,好难过,2023年6月22日 08:15
65,于与鱼逾,他们的合唱比五月天单独的不欢乐多了,2023年6月22日 00:05
66,时光斑驳了回忆v,是只想找个载体 还是找到她,2023年6月21日 19:39
67,狸左,我怎么没听过这个版本🙂我失忆了么,2023年6月21日 19:17
68,今天要开心唷,求你了武汉场唱一下,2023年6月21日 18:46
69,kyler1,孙燕姿声音都给我唱晕了[蛋仔晕],2023年6月21日 16:42
70,别忘记做最好的自己,听了那么多年的五月天，情感一直保持在好心情，即使是失败也要快乐啊。,2023年6月21日 12:29
71,别忘记做最好的自己,好啊，要快乐呀！,2023年6月21日 12:27
72,南京城门外,没能和解是我最大的遗憾,2023年6月21日 11:19
73,发几个发货,不知道为什么这首歌越听越想听,2023年6月20日 19:19
74,不不不不是博子,去看五月天吧，只有我自己。,2023年6月20日 18:24
75,桑酒_MY,今天踏出校园的那一刻，我毕业了，彻底毕业了,2023年6月20日 13:15
76,爱龙猫的小婷子,不打扰也是我的温柔。,2023年6月20日 11:22
77,nonopopy,燕姿啊，这么好听的声音真的要被AI取代吗,2023年6月20日 10:20
78,二果果果果儿,好好听啊！燕姿的声音好搭,2023年6月20日 09:40
79,Talentdalao,不打扰—是我的温柔,2023年6月20日 03:08
80,Tina就是Tina啊,不打扰，是我的温柔。,2023年6月19日 23:28
81,为甚么我会有这么多为甚么,我也几乎每首歌都看见了！,2023年6月19日 22:48
82,孤独的人也想有个伴_,好爱,2023年6月19日 22:34
83,只会藏匿爱,“和你一样 被困在爱里了吗？不可能.”,2023年6月19日 21:28
84,柠听清月,310毕业快乐,2023年6月19日 17:01
85,Serein_PdHH,今天毕业，想到了温柔，每次听都感慨万千。愿大家都能被温柔对待，也温柔对待他人！,2023年6月19日 11:45
86,thePacificOcean0326,我觉得好可爱的网易云啊~像小朋友获得小红花向家长炫耀一样[多多调皮],2023年6月19日 11:11
87,偃一一,这是我的温柔,2023年6月18日 22:10
88,不白_h8,不打扰，是我的温柔,2023年6月18日 21:21
89,西红柿首富丶,考完了兄弟,2023年6月18日 18:47
90,性感小猪jio,前程似锦,2023年6月18日 18:15
91,此昵称已被合法占据,一听孙燕姿的声音我就以为自己在B站听AI,2023年6月18日 17:26
92,jgcbug,每次听这首歌 都能感觉走在春天风里 干燥的风 大大的太阳,2023年6月18日 15:49
93,渺小_日常,孙燕姿开口前 总是期待着点什么 开口后 心理就只有满足了,2023年6月18日 14:54
94,予木木ai,怎么会有你这么笨的人,2023年6月18日 12:04
95,Tina就是Tina啊,"其实我一直有执念，
相信这个世上一定有一个很契合的灵魂存在，
只是我学会了及时止损，
再也不会执迷不悟。",2023年6月17日 18:55
96,Lood__,这是云村的温柔吗,2023年6月17日 17:07
97,把故事留在网易云,“你需要变好，而不是一直后悔”,2023年6月17日 16:13
98,切问而JINsi,回家开车的路上，我突然意识到好像没有借口可以再见面聊天了，还是好久没有的难过。回到家里，妈妈问我,2023年6月17日 08:37
99,切问而JINsi,因为我们最后说的是拜拜,2023年6月17日 08:34
100,Mino97,“我想我没说出口的话，他其实都懂吧”,2023年6月16日 20:54
101,池池_5Ih1,游戏搭子 话搭子dd,2023年6月16日 20:47
102,小白兔找大灰狼,孙燕姿的声音不要太fit,2023年6月16日 18:36
103,搞毛线的毛,啊这两个合作太美了,2023年6月16日 14:15
104,是热爱这个世界啊,标准化考试可能会没分，可现实的考试又有谁知道呢,2023年6月16日 09:55
105,想变成叮当猫的璐璐,有人说，见过三次就可以勇于表达自己的心意是否能见三次呢,2023年6月16日 09:42
106,XX-uuw,害,2023年6月16日 08:45
107,雨鸣倾心,其实啊我存过你的照片，你喜欢的歌我也有去听，你看过的电影我也偷偷看过，你感兴趣的东西我也尝试感兴趣。其实，我远比表面更喜欢你。,2023年6月16日 07:53
108,雨鸣倾心,你越不喜欢一个人，你越能够信心百倍、轻而易举地吸引她，强烈的欲望使人丧失了爱情游戏中必不可少的一种漫不经心，你如被人吸引，就会产生自卑情结，因为我们总是把最完美的品质赋予我们深爱的人。,2023年6月16日 07:53
109,LiesHsieh,人生最大的遗憾，是遇到了一个特别的人，却又不能在一起。或早或晚都要放弃，而我最心酸的是，我舍不得也得不到。心甘情愿这个词到底是勇敢还是卑微.,2023年6月16日 06:21
110,HHHerehllll,好喜欢！,2023年6月16日 00:19
111,略略略略略你,Zcy我从来都没有觉得你不好过，你在我心里一直都很好，我喜欢你很爱你,2023年6月16日 00:03
112,原愿_SVyk,真心男友来 渣男勿扰 本人女21 在校大三 想找个能聊的来的,2023年6月15日 21:17
113,_cengjing,是不是有事？每首歌下面都有这句话,2023年6月15日 16:33
114,弹窗广告竟是ta,错过就不再,2023年6月15日 15:06
115,碧梨的鳄梨,如果有 就让你 自由,2023年6月15日 00:08
116,是伱的Ming,🌤 ◡̈° 一路向阳 美好时光在路上🐾,2023年6月14日 03:42
117,2018哈哈哈1819,此情此景，为什么他没有这样？只有绝情无情,2023年6月13日 23:43
118,贯彻快乐的笨女人,有些人就是要错过的呀,2023年6月13日 16:39
119,跌梁的雏鸟,窗也有调很像 现在很多歌基本上都是 但是借鉴也有可能是灵感相似 谁知道呢,2023年6月13日 11:10
120,芸村村民yy,“不知道不想要不明了”这个调好熟悉,2023年6月12日 23:20
121,芸村村民yy,毕业快乐！,2023年6月12日 23:16
122,微积分进阶,广州!!我一定要抢到票!!!!,2023年6月12日 20:42
123,维她命M1990,换哪个音乐软件这首歌绝对会在列表里面,2023年6月12日 20:34
124,某陳Bastil,"原来是“那爱情的绮丽，总是在孤单里”
我一直以为是“那爱情的秘密，消失在孤单里”",2023年6月12日 17:27
125,RCD1,巧合无意义,2023年6月12日 17:25
126,0822_f,"我用了很多方法找回我的睡眠
但是我凌晨三点还是无法入睡
我发现这些东西都没有用
可我仔细想想
有你在的时候
好像闭眼就可以睡着",2023年6月12日 16:02
127,某陳Bastil,逆天,2023年6月12日 15:19
128,717177,孙燕姿声音出来就想落泪了,2023年6月12日 13:56
129,奶牛与橘,这首歌前奏十几秒真的好温柔，一直反复重听只为那前奏,2023年6月12日 09:51
130,陳棠林,希望六月的好消息就是考上了,2023年6月11日 18:12
131,Cyds0503,那爱情的绮丽 总是在孤单里。,2023年6月11日 17:28
132,遗憾的失败才是主旋律,刚好五月天孙燕姿都喜欢,2023年6月11日 10:53
133,小萱bba,不打扰是我的温柔,2023年6月11日 01:37
134,Wahahago,听了这么多年的温柔，好像最近才开始明白。期待下一场演唱会,2023年6月10日 23:58
135,焦雷啊哈哈,hey,2023年6月10日 23:38
136,白洒缺,夏天的星星很多，却多不过再见—————青春虐文《全世界对不起你》,2023年6月10日 22:16
137,APOLLO-AIR,明明是想靠近 卻孤單到黎明,2023年6月10日 18:17
138,须何_3,须何_3送您一张会员礼品卡，快来看看TA的祝福吧! 快来领取吧 https://music.163.com/prime/m/gift-receive?p=vDC8wFVTg-x0wUD9Hh23ucEyed_Bro_cruihQDMd8d_qvNznf2DJNoP_TV9JTPvKdNwaaYtUyaetzbyK4W4NNZqHJOVahxzP5qUIyKejC1Y&d=mAi28XnuFau8ON8sCkfFrQ,2023年6月10日 15:47
139,须何_3,须何_3送您一张会员礼品卡，快来看看TA的祝福吧! 快来领取吧 https://music.163.com/prime/m/gift-receive?p=vDC8wFVTg-x0wUD9Hh23ucEyed_Bro_cruihQDMd8d_qvNznf2DJNoP_TV9JTPvKdNwaaYtUyaetzbyK4W4NNZqHJOVahxzP5qUIyKejC1Y&d=mAi28XnuFau8ON8sCkfFrQ,2023年6月10日 15:36
140,戴笠猿,b站搜演唱会版，更好听！,2023年6月10日 15:30
141,橘极熊,为什么我们之间的关系开始好起来了，我却不敢聊天了？,2023年6月10日 12:20
142,伊丽莎白瓜瓜乐,啊啊这个版本的也太好听了吧啊啊啊第一次听到唉,2023年6月10日 10:04
143,Doloresnow,等日出🌅,2023年6月10日 07:07
144,Gentleppy,喜欢的两个人啊啊啊啊啊啊啊啊啊啊啊,2023年6月9日 16:53
145,奇犽呀,这一版听得人想哭,2023年6月9日 15:21
146,killer-chen,立马下载！！！,2023年6月9日 12:05
147,没有人的方向2,我有病，爱姿病,2023年6月9日 10:06
148,seven_lgl3,我要上岸，不当等了,2023年6月9日 08:21
149,丫-qin,我爱你的那些日子里我哪天不温柔,2023年6月9日 03:34
150,无圆小宛,好听！,2023年6月9日 00:12
151,zmmz-_-,考完了吧，同志！,2023年6月8日 22:43
152,非著名八倍镜的田田,太好听！继拥抱之后最喜欢的一首五月天的歌！,2023年6月8日 21:01
153,都别跟我玩,好好听好好听好好听,2023年6月8日 11:49
154,zZ2177_yep,下周四地生会考！双A冲冲冲！！,2023年6月7日 21:13
155,Cherry__June,啊 五月天 啊 燕姿,2023年6月7日 16:08
156,夏钼,听着听着眼眶红了...,2023年6月7日 14:17
157,Stickiness,高考加油！,2023年6月7日 09:43
158,小鹿fen,李海燕，我好想你,2023年6月7日 09:12
159,Ez在北京,那就再听听吧,2023年6月7日 02:19
160,小贝ovo-,高考加油！！,2023年6月6日 22:34
161,芫琬,希望每天都如此精彩。,2023年6月6日 20:05
162,听音乐安静的听,听华晨宇的不得把耳朵👂🏻……,2023年6月6日 19:14
163,alien_zhang,如果有 就让你自由,2023年6月6日 17:57
164,Wuli_zzzzz,高考加油⛽️,2023年6月6日 17:55
165,临安初雨1999,孙燕姿声音出来惊了 太好听了,2023年6月6日 17:32
166,俞同学是兔宝宝,高考加油,2023年6月6日 17:02
167,冰激淋不会流泪,五月天的歌里什么都有，就是没有纠缠,2023年6月6日 10:34
168,兔兔呀怕,,2023年6月6日 09:19
169,听啊H,,2023年6月6日 01:01
170,19991201,今天是2023.6.6 我很爱你！ 很爱很爱！ 我会一直陪着我的宝宝，一直宠着她！,2023年6月6日 01:00
171,听啊H,2023.6.6HKYandYH都很温柔,2023年6月6日 00:58
172,咖啡不加糖121,这个版本也很赞！燕姿的声音真的超有辨识度，,2023年6月5日 22:54
173,没有橘子酱了,答应我 做永久朋友 不做片刻恋人,2023年6月5日 22:43
174,可乐要买m4,最喜欢的一个版本,2023年6月5日 20:05
175,mrm__,温柔+温柔的组合,2023年6月5日 16:41
176,哦哦已经,今天上午最后一节语文课，“网管”放了这首歌，高考加油,2023年6月5日 12:18
177,Vviuini,好温柔！,2023年6月5日 00:36
178,CciSpring,双厨狂喜,2023年6月5日 00:26
179,柏原崇的百叶窗,你只是融入我的骨血，同我站在一起,2023年6月4日 22:35
180,下凡后是女王,好好生活 何尝不是经历,2023年6月4日 21:10
181,废名炳,好,2023年6月4日 21:07
182,小晓22,孙的声音好慵懒，爱了爱了,2023年6月4日 20:04
183,青菜180127,燕姿+五月天=王炸组合！,2023年6月4日 16:51
184,我就是螺丝,马上要离校啦,2023年6月4日 13:57
185,食煎堆食懵你,哈哈哈哈哈我现在才看到你的回复，周末愉快！,2023年6月4日 13:27
186,秋渐暖丶,希望高考温柔待我,2023年6月4日 12:56
187,U爱娜_pcXa,天的温柔地的温柔,2023年6月4日 12:44
188,眉卿目秀,毕业快乐！,2023年6月4日 09:35
189,路漫漫长夜漫漫,不纠缠 慢慢走,2023年6月4日 01:44
190,nonsense-i,不知不觉，后知后觉,2023年6月3日 17:56
191,相貌堂堂的小龙酱,为什么孙燕姿现在唱歌的发音这么作,2023年6月3日 12:11
192,___________空,😊以你听歌的速度，过几天你又发现还有我。,2023年6月3日 10:56
